Unnamed: 0,Report ID,Arrest Date,Time,Area ID,Area Name,Reporting District,Age,Sex Code,Descent Code,Charge Group Code,Charge Group Description,Arrest Type Code,Charge,Charge Description,Address,Cross Street,Location,latitude,longitude,marijuana_related
329905,140313888,2014-06-17,1700.0,3,Southwest,394,48,M,B,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,4300    3RD                          AV,,"['34.0055', '-118.3204']",34.0055,-118.3204,possess 28.5 grams or less of marijuana**
329960,140322121,2014-10-20,1610.0,3,Southwest,313,16,M,B,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,CRENSHAW                     BL,SANTA MONICA                 FY,"['34.0352', '-118.3337']",34.0352,-118.3337,possess 28.5 grams or less of marijuana**
330589,140407371,2014-03-24,1800.0,4,Hollenbeck,417,23,M,H,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,4400    ESMERALDA                    ST,,"['34.082', '-118.1931']",34.082,-118.1931,possess 28.5 grams or less of marijuana
330949,140504337,2014-01-09,1140.0,5,Harbor,564,59,M,B,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,2ND,PACIFIC,"['33.7424', '-118.2879']",33.7424,-118.2879,possess 28.5 grams or less of marijuana
330959,140501189,2014-09-30,1355.0,5,Harbor,565,33,M,W,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,500 W  8TH                          ST,,"['33.737', '-118.2879']",33.737,-118.2879,possess 28.5 grams or less of marijuana**
331184,140507445,2014-03-26,1710.0,5,Harbor,522,20,M,H,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,700    GULF                         AV,,"['33.778', '-118.2727']",33.778,-118.2727,possess 28.5 grams or less of marijuana**
331185,140510881,2014-06-17,1636.0,5,Harbor,563,19,M,W,16.0,Narcotic Drug Laws,I,11357(B)HS,possess 28.5 grams or less of marijuana,GRAND                        AV,11TH                         ST,"['33.7342', '-118.2902']",33.7342,-118.2902,possess 28.5 grams or less of marijuana
331280,140509300,2014-05-09,1700.0,5,Harbor,525,33,M,B,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,ANAHEIM,MARINE,"['33.7799', '-118.2637']",33.7799,-118.2637,possess 28.5 grams or less of marijuana**
331397,140501020,2014-07-21,1700.0,5,Harbor,525,22,M,H,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,FRIES,ANAHEIM,"['33.7799', '-118.2649']",33.7799,-118.2649,possess 28.5 grams or less of marijuana**
331457,140504580,2014-01-15,1300.0,5,Harbor,557,28,M,H,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,600 W  6TH                          ST,,"['33.7388', '-118.2901']",33.7388,-118.2901,possess 28.5 grams or less of marijuana**
331558,140511954,2014-07-10,2030.0,5,Harbor,519,18,M,H,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,ALAMEDA,O                            ST,"['33.7934', '-118.24']",33.7934,-118.24,possess 28.5 grams or less of marijuana**
331639,140414718,2014-09-27,1200.0,4,Hollenbeck,448,30,M,H,16.0,Narcotic Drug Laws,I,11357(B)HS,possess 28.5 grams or less of marijuana,1300    CRUSADO                      LN,,"['34.0566', '-118.1962']",34.0566,-118.1962,possess 28.5 grams or less of marijuana
331642,140511841,2014-07-08,1545.0,5,Harbor,521,22,M,B,16.0,Narcotic Drug Laws,M,11357(C)HS,poss of more than 28.5 grams of marijuana,PACIFIC COAST                HY,ALAMEDA,"['33.7913', '-118.2408']",33.7913,-118.2408,poss of more than 28.5 grams of marijuana
331811,140500939,2014-07-04,1055.0,5,Harbor,589,23,M,H,16.0,Narcotic Drug Laws,M,11359(B)HS,possess marijuana for sale,3700    STEPHEN M WHITE              DR,,"['33.7105', '-118.286']",33.7105,-118.286,possess marijuana for sale
331931,140510879,2014-06-17,1735.0,5,Harbor,525,20,M,W,16.0,Narcotic Drug Laws,I,11357(B)HS,possess 28.5 grams or less of marijuana,25TH                         ST,ALMA,"['33.894', '-118.4136']",33.894,-118.4136,possess 28.5 grams or less of marijuana
332103,140416114,2014-10-29,1820.0,4,Hollenbeck,478,18,M,H,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,LORENA,POMONA                       FY,"['34.0295', '-118.1999']",34.0295,-118.1999,possess 28.5 grams or less of marijuana
332152,140507613,2014-03-29,1350.0,5,Harbor,521,26,M,W,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,GAFFEY                       ST,OLIVER                       ST,"['33.7694', '-118.2955']",33.7694,-118.2955,possess 28.5 grams or less of marijuana**
332184,140506033,2014-02-20,920.0,5,Harbor,514,25,M,W,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,FIGUEROA                     ST,Q                            ST,"['33.794', '-118.2824']",33.794,-118.2824,possess 28.5 grams or less of marijuana**
332208,140510421,2014-06-01,1200.0,5,Harbor,516,17,M,H,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,AVALON,OPP,"['33.7829', '-118.2627']",33.7829,-118.2627,possess 28.5 grams or less of marijuana**
332243,140500870,2014-06-01,1200.0,5,Harbor,525,20,M,H,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,G,MCDONALD,"['33.7781', '-118.2714']",33.7781,-118.2714,possess 28.5 grams or less of marijuana**
332308,140507725,2014-03-29,1330.0,5,Harbor,521,46,F,W,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,GAFFEY,ANAHEIM,"['33.7817', '-118.2976']",33.7817,-118.2976,possess 28.5 grams or less of marijuana**
332441,140504276,2014-01-07,2011.0,5,Harbor,564,18,M,H,16.0,Narcotic Drug Laws,I,11357(B)HS,possess 28.5 grams or less of marijuana,6TH,MESA,"['33.7388', '-118.2857']",33.7388,-118.2857,possess 28.5 grams or less of marijuana
332531,140512417,2014-07-22,1450.0,5,Harbor,525,19,M,H,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,C,AVALON,"['33.7727', '-118.2625']",33.7727,-118.2625,possess 28.5 grams or less of marijuana**
332683,140507623,2014-03-30,40.0,5,Harbor,589,18,M,H,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,3700    BLUFF                        PL,,"['33.7106', '-118.2871']",33.7106,-118.2871,possess 28.5 grams or less of marijuana**
332708,140507446,2014-03-26,1710.0,5,Harbor,522,20,M,H,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,700    GULF                         AV,,"['33.778', '-118.2727']",33.778,-118.2727,possess 28.5 grams or less of marijuana**
332753,140608421,2014-03-21,2355.0,6,Hollywood,669,19,M,H,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,SANTA MONICA,KINGSLEY,"['34.0908', '-118.3025']",34.0908,-118.3025,possess 28.5 grams or less of marijuana
333148,140600932,2014-07-19,1530.0,6,Hollywood,645,29,M,B,16.0,Narcotic Drug Laws,I,11357(B)HS,possess 28.5 grams or less of marijuana,HAWTHORN,HIGHLAND,"['34.1004', '-118.3387']",34.1004,-118.3387,possess 28.5 grams or less of marijuana
333181,140604036,2014-01-01,1445.0,6,Hollywood,643,43,M,W,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,7200 W  SUNSET                       BL,,"['34.098', '-118.3469']",34.098,-118.3469,possess 28.5 grams or less of marijuana**
333552,140513639,2014-08-19,1115.0,5,Harbor,531,19,M,H,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,261ST                        ST,PRESIDENT,"['33.786', '-118.3043']",33.786,-118.3043,possess 28.5 grams or less of marijuana**
333572,140600796,2014-05-09,1530.0,6,Hollywood,668,22,F,B,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,LEXINGTON,WESTERN,"['34.0928', '-118.3092']",34.0928,-118.3092,possess 28.5 grams or less of marijuana**
333672,140604640,2014-01-11,2050.0,6,Hollywood,668,35,M,H,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,WESTERN,VIRGINIA,"['34.0919', '-118.3092']",34.0919,-118.3092,possess 28.5 grams or less of marijuana**
333928,140604908,2014-01-16,1430.0,6,Hollywood,622,30,M,H,16.0,Narcotic Drug Laws,I,11357(B)HS,possess 28.5 grams or less of marijuana,1800 N  CURSON                       AV,,"['34.1037', '-118.3552']",34.1037,-118.3552,possess 28.5 grams or less of marijuana
334045,140601089,2014-10-22,905.0,6,Hollywood,645,25,M,B,16.0,Narcotic Drug Laws,I,11357(B)HS,possess 28.5 grams or less of marijuana,6800    HOLLYWOOD                    BL,,"['34.1016', '-118.3387']",34.1016,-118.3387,possess 28.5 grams or less of marijuana
334119,140604742,2014-01-09,1725.0,6,Hollywood,665,46,M,W,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,GOWER,DE LONGPRE,"['34.0962', '-118.3223']",34.0962,-118.3223,possess 28.5 grams or less of marijuana**
334143,140607229,2014-02-27,2105.0,6,Hollywood,665,20,M,H,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,ROMAINE,SEWARD,"['34.0889', '-118.3332']",34.0889,-118.3332,possess 28.5 grams or less of marijuana**
334189,140604624,2014-01-11,1520.0,6,Hollywood,645,25,F,W,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,HOLLYWOOD                    BL,HIGHLAND,"['34.1016', '-118.3387']",34.1016,-118.3387,possess 28.5 grams or less of marijuana
334280,140604907,2014-01-16,1430.0,6,Hollywood,622,30,M,H,16.0,Narcotic Drug Laws,M,11360(B)HS,give/transport/etc < 28.5 grams marijuana,1800 N  CURSON                       AV,,"['34.1037', '-118.3552']",34.1037,-118.3552,give/transport/etc < 28.5 grams marijuana
334380,140600653,2014-02-27,1115.0,6,Hollywood,648,25,M,B,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,5400    HOLLYWOOD                    BL,,"['34.1018', '-118.3071']",34.1018,-118.3071,possess 28.5 grams or less of marijuana**
334633,140601176,2014-12-20,405.0,6,Hollywood,678,38,M,B,16.0,Narcotic Drug Laws,I,11357(B)HS,possess 28.5 grams or less of marijuana,700 N  WESTERN                      AV,,"['34.0835', '-118.3091']",34.0835,-118.3091,possess 28.5 grams or less of marijuana
334720,140513297,2014-08-12,1800.0,5,Harbor,531,26,M,B,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,1600 W  259TH                        ST,,"['33.7882', '-118.3043']",33.7882,-118.3043,possess 28.5 grams or less of marijuana**
334771,140600870,2014-06-21,1845.0,6,Hollywood,639,18,M,A,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,HOLLYWOOD                    BL,WESTERN                      AV,"['34.1017', '-118.3093']",34.1017,-118.3093,possess 28.5 grams or less of marijuana**
334890,140600515,2014-01-04,1615.0,6,Hollywood,636,33,M,H,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,HUDSON,YUCCA,"['34.1034', '-118.3322']",34.1034,-118.3322,possess 28.5 grams or less of marijuana**
335031,140612369,2014-05-23,230.0,6,Hollywood,646,20,M,H,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,HIGHLAND,LELAND,"['34.097', '-118.3386']",34.097,-118.3386,possess 28.5 grams or less of marijuana
335127,140617065,2014-08-08,1400.0,6,Hollywood,636,20,M,W,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,HOLLYWOOD                    BL,CHEROKEE                     AV,"['34.1016', '-118.3348']",34.1016,-118.3348,possess 28.5 grams or less of marijuana**
335139,140613096,2014-06-05,1700.0,6,Hollywood,646,21,M,B,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,1600 N  CAHUENGA                     BL,,"['34.0998', '-118.3295']",34.0998,-118.3295,possess 28.5 grams or less of marijuana**
335168,140617197,2014-07-24,1905.0,6,Hollywood,646,19,M,B,16.0,Narcotic Drug Laws,I,11357(B)HS,possess 28.5 grams or less of marijuana,CHEROKEE,HOLLYWOOD,"['34.1016', '-118.335']",34.1016,-118.335,possess 28.5 grams or less of marijuana
335263,140611819,2014-05-18,1940.0,6,Hollywood,665,27,M,W,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,6700    SANTA MONICA                 BL,,"['34.0907', '-118.3363']",34.0907,-118.3363,possess 28.5 grams or less of marijuana
335464,140615472,2014-07-13,1950.0,6,Hollywood,645,20,F,W,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,HOLLYWOOD                    BL,ORANGE                       DR,"['34.1016', '-118.3414']",34.1016,-118.3414,possess 28.5 grams or less of marijuana**
335506,140610929,2014-04-30,1700.0,6,Hollywood,636,22,M,B,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,HUDSON                       AV,HOLLYWOOD                    BL,"['34.1016', '-118.3322']",34.1016,-118.3322,possess 28.5 grams or less of marijuana
335639,140611908,2014-05-19,1630.0,6,Hollywood,659,36,M,B,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,SERRANO,SUNSET,"['34.0981', '-118.3071']",34.0981,-118.3071,possess 28.5 grams or less of marijuana
335667,140614897,2014-07-08,1250.0,6,Hollywood,615,22,M,O,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,3300    BARHAM                       BL,,"['34.131', '-118.3452']",34.131,-118.3452,possess 28.5 grams or less of marijuana
335786,140617845,2014-08-22,2318.0,6,Hollywood,636,29,M,B,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,HOLLYWOOD                    BL,HUDSON,"['34.1016', '-118.332']",34.1016,-118.332,possess 28.5 grams or less of marijuana**
335867,140616087,2014-07-25,330.0,6,Hollywood,677,27,M,H,16.0,Narcotic Drug Laws,I,11357(B)HS,possess 28.5 grams or less of marijuana,WESTERN                      AV,LEMON GROVE,"['34.0862', '-118.3091']",34.0862,-118.3091,possess 28.5 grams or less of marijuana
335921,140611817,2014-05-18,1920.0,6,Hollywood,665,20,M,H,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,SANTA MONICA,MC CADDEN,"['34.0907', '-118.3374']",34.0907,-118.3374,possess 28.5 grams or less of marijuana
335937,140611905,2014-05-19,1540.0,6,Hollywood,666,24,F,W,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,VINE,FOUNTAIN,"['34.0944', '-118.3266']",34.0944,-118.3266,possess 28.5 grams or less of marijuana
336035,140611270,2014-05-09,955.0,6,Hollywood,668,22,M,W,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,HOLLYWOOD                    FY,LEXINGTON                    AV,"['34.0944', '-118.3125']",34.0944,-118.3125,possess 28.5 grams or less of marijuana
336093,140617532,2014-08-17,200.0,6,Hollywood,644,25,M,B,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,LA BREA,DE LONGPRE,"['34.0962', '-118.3441']",34.0962,-118.3441,possess 28.5 grams or less of marijuana**
336263,140611821,2014-05-18,1820.0,6,Hollywood,649,31,M,W,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,5200    HOLLYWOOD                    BL,,"['34.1018', '-118.3034']",34.1018,-118.3034,possess 28.5 grams or less of marijuana
336374,140614111,2014-06-23,1340.0,6,Hollywood,665,50,M,W,16.0,Narcotic Drug Laws,I,11357(B)HS,possess 28.5 grams or less of marijuana,LAS PALMAS                   AV,FOUNTAIN                     AV,"['34.0944', '-118.3363']",34.0944,-118.3363,possess 28.5 grams or less of marijuana
336462,140611812,2014-05-18,1925.0,6,Hollywood,644,39,M,W,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,1400 N  LA BREA                      AV,,"['34.0962', '-118.3441']",34.0962,-118.3441,possess 28.5 grams or less of marijuana**
336526,140613882,2014-06-19,1540.0,6,Hollywood,636,46,M,W,16.0,Narcotic Drug Laws,I,11357(B)HS,possess 28.5 grams or less of marijuana,1800 N  CAHUENGA                     BL,,"['34.104', '-118.3297']",34.104,-118.3297,possess 28.5 grams or less of marijuana
336597,140611851,2014-05-18,1635.0,6,Hollywood,666,28,M,H,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,KINGSLEY,FOUNTAIN,"['34.0967', '-118.3031']",34.0967,-118.3031,possess 28.5 grams or less of marijuana
336845,140618618,2014-09-07,120.0,6,Hollywood,646,21,M,B,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,WILCOX,HOLLYWOOD,"['34.1016', '-118.331']",34.1016,-118.331,possess 28.5 grams or less of marijuana
336974,140611850,2014-05-18,1700.0,6,Hollywood,649,28,M,O,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,5100    HOLLYWOOD                    BL,,"['34.1018', '-118.3005']",34.1018,-118.3005,possess 28.5 grams or less of marijuana
337031,140618236,2014-08-30,210.0,6,Hollywood,636,25,M,B,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,WILCOX,YUCCA,"['34.1039', '-118.3311']",34.1039,-118.3311,possess 28.5 grams or less of marijuana**
337180,140800544,2014-01-13,1535.0,8,West LA,854,59,M,W,16.0,Narcotic Drug Laws,M,11357(C)HS,poss of more than 28.5 grams of marijuana,SEPULVEDA,OHIO,"['34.0492', '-118.4456']",34.0492,-118.4456,poss of more than 28.5 grams of marijuana
337232,140624456,2014-12-19,10.0,6,Hollywood,646,25,M,W,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,HOLLYWOOD                    BL,LAS PALMAS,"['34.1016', '-118.3361']",34.1016,-118.3361,possess 28.5 grams or less of marijuana**
337346,140624296,2014-12-17,730.0,6,Hollywood,668,25,M,H,16.0,Narcotic Drug Laws,I,11357(B)HS,possess 28.5 grams or less of marijuana,5600    LEXINGTON                    AV,,"['34.0928', '-118.3109']",34.0928,-118.3109,possess 28.5 grams or less of marijuana
337384,140701001,2014-07-21,1405.0,7,Wilshire,753,21,F,B,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,5500 W  PICO                         BL,,"['34.0497', '-118.3595']",34.0497,-118.3595,possess 28.5 grams or less of marijuana
337496,140700709,2014-03-02,1420.0,7,Wilshire,762,23,M,W,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,6100 W  PICO                         BL,,"['34.0528', '-118.373']",34.0528,-118.373,possess 28.5 grams or less of marijuana**
337521,140701178,2014-10-07,1455.0,7,Wilshire,706,24,M,W,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,WILLOUGHBY                   AV,LA BREA                      AV,"['34.0871', '-118.3441']",34.0871,-118.3441,possess 28.5 grams or less of marijuana
337526,140801377,2014-10-20,1345.0,8,West LA,842,40,M,W,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,WESTGATE,OHIO,"['34.0424', '-118.4592']",34.0424,-118.4592,possess 28.5 grams or less of marijuana**
337558,140706535,2014-03-09,1645.0,7,Wilshire,755,24,M,H,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,5100 W  PICO                         BL,,"['34.048', '-118.3493']",34.048,-118.3493,possess 28.5 grams or less of marijuana**
337597,140623877,2014-12-10,2000.0,6,Hollywood,645,22,M,W,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,HOLLYWOOD                    BL,HIGHLAND,"['34.1016', '-118.3387']",34.1016,-118.3387,possess 28.5 grams or less of marijuana**
337599,140700846,2014-05-05,1540.0,7,Wilshire,764,26,M,B,16.0,Narcotic Drug Laws,I,11357(B)HS,possess 28.5 grams or less of marijuana,5200 W  PICO                         BL,,"['34.0482', '-118.3516']",34.0482,-118.3516,possess 28.5 grams or less of marijuana
337612,140624437,2014-12-20,2305.0,6,Hollywood,646,27,M,B,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,YUCCA,CAHUENGA,"['34.104', '-118.3297']",34.104,-118.3297,possess 28.5 grams or less of marijuana**
337629,140700693,2014-02-26,1330.0,7,Wilshire,763,18,M,B,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,5600    PICO                         BL,,"['34.05', '-118.3603']",34.05,-118.3603,possess 28.5 grams or less of marijuana
337644,140800617,2014-02-11,1640.0,8,West LA,853,26,M,W,16.0,Narcotic Drug Laws,I,11357(B)HS,possess 28.5 grams or less of marijuana,BELOIT,OHIO,"['34.0477', '-118.448']",34.0477,-118.448,possess 28.5 grams or less of marijuana
337698,140618903,2014-08-30,2105.0,6,Hollywood,645,23,M,B,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,HOLLYWOOD,HIGHLAND,"['34.1016', '-118.3387']",34.1016,-118.3387,possess 28.5 grams or less of marijuana
337737,140623565,2014-12-04,2145.0,6,Hollywood,645,25,M,O,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,FOUNTAIN,VISTA,"['34.0944', '-118.3517']",34.0944,-118.3517,possess 28.5 grams or less of marijuana**
337746,140713241,2014-08-27,1145.0,7,Wilshire,782,61,M,B,16.0,Narcotic Drug Laws,I,11357(B)HS,possess 28.5 grams or less of marijuana,6000    CADILLAC                     AV,,"['34.0375', '-118.3742']",34.0375,-118.3742,possess 28.5 grams or less of marijuana
337780,140711571,2014-07-17,1515.0,7,Wilshire,784,43,M,H,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,WASHINGTON                   BL,LA BREA                      AV,"['34.0404', '-118.3475']",34.0404,-118.3475,possess 28.5 grams or less of marijuana
337793,140619299,2014-09-20,100.0,6,Hollywood,636,33,M,H,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,CAHUENGA,YUCCA,"['34.104', '-118.3297']",34.104,-118.3297,possess 28.5 grams or less of marijuana**
337874,140701026,2014-07-30,1500.0,7,Wilshire,747,23,M,W,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,1100 S  LA BREA                      AV,,"['34.0539', '-118.3436']",34.0539,-118.3436,possess 28.5 grams or less of marijuana
337892,140621186,2014-10-22,2150.0,6,Hollywood,636,20,M,H,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,CHEROKEE,HOLLYWOOD                    BL,"['34.1016', '-118.3348']",34.1016,-118.3348,possess 28.5 grams or less of marijuana**
337933,140705033,2014-01-27,1640.0,7,Wilshire,782,55,M,W,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,FAIRFAX                      AV,ELECTRIC                     DR,"['34.0359', '-118.3692']",34.0359,-118.3692,possess 28.5 grams or less of marijuana**
337956,140701159,2014-09-30,1400.0,7,Wilshire,783,23,M,B,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,5600 W  WASHINGTON                   BL,,"['34.0363', '-118.3657']",34.0363,-118.3657,possess 28.5 grams or less of marijuana**
337974,140801492,2014-11-17,1610.0,8,West LA,854,57,M,W,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,SANTA MONICA,COTNER,"['34.0471', '-118.4461']",34.0471,-118.4461,possess 28.5 grams or less of marijuana**
338026,140619356,2014-09-21,110.0,6,Hollywood,666,62,M,B,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,LILLIAN                      WY,LEXINGTON,"['34.0926', '-118.3277']",34.0926,-118.3277,possess 28.5 grams or less of marijuana**
338083,140712940,2014-08-20,1915.0,7,Wilshire,753,23,M,B,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,ORANGE                       DR,SAN VICENTE                  BL,"['34.051', '-118.3458']",34.051,-118.3458,possess 28.5 grams or less of marijuana
338092,140701033,2014-08-05,1600.0,7,Wilshire,774,26,M,H,16.0,Narcotic Drug Laws,I,11357(B)HS,possess 28.5 grams or less of marijuana,ALSACE,WASHINGTON,"['34.0411', '-118.3517']",34.0411,-118.3517,possess 28.5 grams or less of marijuana
338170,140622373,2014-11-11,1910.0,6,Hollywood,668,42,M,H,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,VINE,LEXINGTON,"['34.0926', '-118.3266']",34.0926,-118.3266,possess 28.5 grams or less of marijuana
338236,140700973,2014-07-07,2120.0,7,Wilshire,724,18,M,B,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,3RD                          ST,GARDNER                      AV,"['34.0707', '-118.3532']",34.0707,-118.3532,possess 28.5 grams or less of marijuana
338245,140801371,2014-10-19,2000.0,8,West LA,853,22,M,H,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,SANTA MONICA,PURDUE,"['34.0459', '-118.4507']",34.0459,-118.4507,possess 28.5 grams or less of marijuana**
338398,140700689,2014-02-26,1200.0,7,Wilshire,765,37,M,B,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,4900 W  PICO                         BL,,"['34.048', '-118.3434']",34.048,-118.3434,possess 28.5 grams or less of marijuana
338544,140804277,2014-01-08,930.0,8,West LA,898,18,M,H,16.0,Narcotic Drug Laws,I,11357(B)HS,possess 28.5 grams or less of marijuana,8900    DAVID                        AV,,"['34.0398', '-118.3848']",34.0398,-118.3848,possess 28.5 grams or less of marijuana
338582,140800945,2014-06-09,1950.0,8,West LA,853,29,M,W,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,1600    BUTLER                       AV,,"['34.0456', '-118.4519']",34.0456,-118.4519,possess 28.5 grams or less of marijuana**
338689,140712941,2014-08-20,1650.0,7,Wilshire,753,21,F,B,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,ORANGE                       DR,SAN VICENTE                  BL,"['34.051', '-118.3458']",34.051,-118.3458,possess 28.5 grams or less of marijuana
338862,140700994,2014-07-19,1730.0,7,Wilshire,713,24,M,A,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,ROSEWOOD                     AV,FAIRFAX                      AV,"['34.0802', '-118.3614']",34.0802,-118.3614,possess 28.5 grams or less of marijuana
338897,140800926,2014-06-01,1610.0,8,West LA,853,52,M,W,16.0,Narcotic Drug Laws,M,11357BHS,possess 28.5 grams or less of marijuana**,SANTA MONICA,PURDUE,"['34.0459', '-118.4507']",34.0459,-118.4507,possess 28.5 grams or less of marijuana**
339012,140711675,2014-07-19,1730.0,7,Wilshire,713,24,M,O,16.0,Narcotic Drug Laws,M,11357(B)HS,possess 28.5 grams or less of marijuana,ROSEWOOD                     AV,FAIRFAX                      AV,"['34.0802', '-118.3614']",34.0802,-118.3614,possess 28.5 grams or less of marijuana
